suhu,kelembaban,kelembaban_tanah,intensitas_cahaya,label
15.32,47.0,40.14,94.88,1
32.54,49.66,69.89,34.09,0
28.94,60.25,55.92,64.45,0
19.75,69.31,69.78,81.8,0
15.41,65.39,46.58,48.26,0
20.33,53.85,36.31,24.33,1
30.79,47.14,58.7,38.29,0
23.53,37.28,37.49,35.11,1
31.38,56.25,25.27,17.81,1
16.08,31.0,58.22,34.23,0
24.76,30.41,40.9,59.08,1
33.1,71.52,43.32,52.57,0
18.92,66.85,46.67,93.93,0
20.37,39.21,41.4,50.78,1
21.85,60.19,47.95,21.6,0
28.28,57.26,34.23,71.43,1
16.12,55.39,37.76,90.02,1
22.68,45.82,67.7,96.9,0
32.64,68.67,29.0,27.02,1
18.87,35.98,43.97,11.51,1
19.6,42.37,57.12,81.11,0
22.88,46.81,68.53,24.55,0
19.59,61.58,59.75,91.91,0
20.56,82.71,73.1,60.46,0
16.61,48.98,67.23,12.28,0
20.16,52.71,19.36,45.42,1
17.5,82.2,47.6,67.12,0
30.56,89.73,24.96,96.52,1
21.54,86.91,23.52,15.78,1
33.01,60.17,56.92,45.59,0
27.27,68.47,26.83,96.52,1
19.6,63.57,64.2,59.69,0
34.55,57.85,27.52,56.99,1
14.88,66.7,54.53,96.1,0
22.5,54.02,17.36,10.44,1
31.54,83.6,43.85,56.84,0
23.89,62.26,72.54,94.17,0
23.61,70.54,77.84,39.69,0
26.4,86.84,73.18,54.04,0
22.59,48.65,54.14,51.24,0
18.39,89.04,64.0,29.48,0
21.79,89.1,57.27,68.39,0
22.69,30.93,62.76,76.98,0
23.6,38.55,56.05,17.0,0
20.83,42.65,21.91,77.78,1
16.37,54.76,20.6,65.31,1
31.87,56.27,78.81,83.34,0
29.59,37.44,39.71,84.96,1
25.58,39.32,21.95,15.82,1
20.94,85.44,31.33,39.63,1
16.73,83.59,16.03,86.03,1
19.52,51.36,67.14,99.73,0
21.88,45.51,31.02,95.1,1
29.97,58.66,21.03,45.8,1
33.92,51.78,43.52,49.91,0
25.15,41.93,23.7,54.63,1
30.66,76.07,26.02,98.78,1
33.1,85.7,54.02,73.88,0
34.17,49.26,76.83,18.22,0
31.04,48.42,39.09,37.92,1
24.09,84.98,45.94,85.24,0
23.35,65.87,35.14,95.27,1
18.43,30.44,23.33,97.83,1
15.18,35.88,56.98,13.03,0
16.76,86.67,55.79,68.32,0
26.27,51.53,69.67,33.71,0
33.5,84.21,34.29,21.63,1
31.77,38.62,34.17,20.74,1
33.96,72.94,69.57,85.05,0
22.56,55.92,33.2,77.9,1
32.47,83.36,22.97,16.15,1
25.5,86.79,53.49,41.07,0
28.78,53.38,24.37,86.36,1
19.96,86.3,63.42,34.15,0
31.91,36.63,59.52,28.91,0
28.62,68.7,62.8,81.07,0
27.05,71.22,56.35,58.45,0
15.58,63.05,64.96,30.6,0
34.08,68.09,46.47,85.89,0
31.7,80.93,45.64,48.88,0
22.37,80.51,38.57,32.09,1
15.49,89.42,66.3,29.11,0
23.19,64.2,44.16,67.81,0
31.18,85.94,16.68,41.28,1
29.3,53.81,47.95,46.1,0
20.61,55.33,56.62,18.36,0
33.68,68.19,75.86,44.42,0
25.1,62.26,62.41,68.67,0
34.3,79.68,44.57,62.76,0
18.19,44.12,19.79,39.83,1
31.59,61.07,37.55,78.3,1
34.16,45.88,27.0,80.91,1
28.42,43.55,47.25,33.12,1
15.63,44.92,17.12,63.46,1
16.79,72.7,34.18,40.45,1
34.33,78.02,30.07,88.37,1
22.29,81.37,59.56,54.15,0
28.38,40.65,28.93,62.25,1
33.8,76.91,19.25,62.86,1
16.3,69.21,18.56,12.19,1
32.7,54.61,52.7,96.3,1
18.77,38.77,62.46,26.61,0
25.03,49.57,61.02,82.56,0
19.63,80.33,21.88,53.14,1
25.87,58.71,26.46,30.32,1
18.12,68.68,48.1,65.16,0
19.85,85.57,70.05,37.45,0
25.74,42.08,56.2,98.24,0
19.23,42.2,19.32,32.33,1
15.44,81.11,72.21,11.52,0
25.38,37.98,28.57,33.27,1
26.6,40.31,57.8,31.14,0
25.36,59.37,53.44,59.65,0
24.11,89.88,43.15,36.25,0
16.06,75.87,40.18,47.65,1
19.75,84.54,21.09,62.08,1
34.88,65.41,37.13,30.16,1
20.59,32.93,47.15,66.03,1
27.7,43.05,42.32,82.75,1
32.99,60.72,17.7,23.42,1
20.72,47.77,51.62,93.67,0
30.46,86.54,69.63,61.68,0
33.62,56.96,56.73,21.89,0
15.79,51.08,50.48,70.0,0
21.67,85.51,50.26,61.19,0
30.84,86.25,32.6,39.21,1
29.18,76.47,69.05,50.01,0
33.95,68.57,73.94,97.56,0
30.57,46.73,51.66,25.5,0
29.3,71.16,17.67,97.87,1
32.59,50.47,55.47,14.45,0
30.21,86.76,37.9,56.52,1
15.57,72.68,31.86,42.09,1
33.87,79.08,37.87,42.62,1
31.75,54.25,23.78,50.11,1
26.72,74.7,21.09,55.53,1
18.41,69.3,18.41,70.49,1
21.33,31.29,70.99,93.6,0
20.71,86.85,46.16,79.23,0
31.57,67.21,59.65,90.43,0
22.64,33.48,38.97,96.48,1
26.98,47.23,64.22,67.74,0
33.4,62.12,27.34,90.27,1
23.66,37.61,76.42,71.77,0
18.22,64.91,63.4,39.55,0
34.82,84.64,52.2,37.36,0
30.69,62.74,73.45,30.91,0
30.29,78.28,47.11,11.81,0
28.44,58.35,67.21,86.65,0
20.52,38.5,21.88,19.0,1
24.12,56.39,66.99,49.04,0
27.11,65.71,73.2,24.88,0
19.64,56.41,71.5,54.58,0
32.49,49.05,22.88,66.85,1
29.22,68.93,68.35,47.36,0
34.17,84.95,79.98,34.9,0
16.31,88.02,80.2,77.24,0
21.02,68.21,66.29,71.91,0
22.56,68.04,46.66,95.32,0
22.18,70.32,45.48,95.13,0
28.63,88.79,15.61,91.87,1
30.58,71.18,25.64,93.84,1
24.49,64.75,58.75,89.76,0
31.76,81.7,62.53,68.49,0
31.18,62.6,66.02,26.91,0
27.61,76.41,77.1,82.82,0
27.04,54.26,21.64,41.97,1
18.29,59.54,42.19,36.36,0
23.87,49.86,70.22,71.33,0
22.33,34.56,42.4,52.43,1
28.75,31.08,19.35,28.94,1
19.66,76.32,34.69,26.26,1
20.45,46.96,50.75,18.24,0
17.28,68.45,26.09,86.73,1
25.61,63.61,79.67,91.11,0
16.71,39.11,68.11,84.87,0
27.13,52.74,43.17,49.37,0
31.92,63.63,28.89,53.14,1
18.16,59.86,40.07,52.94,0
16.45,44.59,67.7,76.09,0
34.77,64.98,67.74,45.79,0
23.65,66.85,24.74,87.58,1
29.08,38.6,77.41,74.92,1
32.17,61.26,69.11,87.39,0
18.2,59.37,31.26,80.48,1
22.95,82.78,65.86,63.4,0
30.15,35.57,35.11,29.36,1
16.12,83.84,45.22,18.95,0
28.63,57.41,78.84,26.32,0
19.31,51.86,17.11,61.95,1
17.62,49.85,34.23,45.33,1
16.31,32.74,60.4,15.5,0
34.52,51.07,77.3,82.38,1
28.72,90.19,78.38,29.31,0
16.27,80.28,71.53,18.45,0
31.91,89.22,55.26,23.99,0
34.43,55.15,28.49,44.22,1
18.19,68.86,70.81,98.16,0
31.1,35.29,69.41,73.85,1
16.27,49.39,30.87,16.72,1
33.89,78.67,41.7,85.05,0
29.55,46.55,75.17,78.44,1
19.95,60.0,73.25,43.51,0
21.57,82.06,64.41,44.73,0
17.57,73.97,46.64,87.02,0
16.78,36.5,51.98,83.98,0
16.92,59.5,65.74,39.72,0
25.74,80.81,36.6,14.6,1
20.22,38.15,78.53,32.97,0
26.1,71.73,70.29,15.99,0
34.71,83.41,41.24,32.33,0
15.91,73.94,57.75,20.95,0
28.22,35.12,57.19,13.83,0
24.73,70.19,29.9,77.52,1
20.8,37.59,44.77,17.1,1
31.88,57.81,63.76,19.93,0
24.33,44.96,47.98,97.58,0
24.85,78.05,42.83,54.26,0
25.77,44.4,53.19,20.21,0
22.23,56.87,26.41,43.05,1
33.41,46.43,59.91,90.12,1
26.99,78.78,67.62,72.27,0
34.44,62.63,21.19,69.97,1
18.86,35.62,16.27,59.88,1
16.63,54.1,56.92,74.15,0
33.15,85.44,55.13,90.05,0
29.97,56.44,41.71,98.79,0
33.11,74.63,40.56,98.69,0
24.44,85.94,67.47,66.0,0
35.0,84.88,40.6,34.46,0
31.04,84.7,71.45,54.96,0
20.25,36.93,18.68,14.6,1
35.15,88.12,31.11,74.29,1
20.68,33.63,60.81,38.3,0
32.12,68.07,72.44,44.42,0
30.49,47.41,45.2,65.01,0
19.88,45.29,16.31,53.9,1
21.91,90.29,15.58,95.36,1
17.36,67.19,75.0,39.54,0
30.38,62.53,26.7,37.96,1
24.08,51.13,29.4,11.0,1
22.36,32.96,27.19,24.14,1
28.07,89.3,37.58,74.95,1
32.79,68.43,20.31,11.73,1
28.81,79.26,47.5,66.44,0
23.83,66.2,69.66,29.11,0
30.43,63.72,73.4,62.26,0
26.45,38.93,38.58,86.48,1
23.54,32.35,20.24,37.26,1
21.26,35.26,57.33,58.06,0
20.59,41.57,33.92,96.92,1
29.56,49.36,78.04,97.36,1
15.43,62.78,36.06,20.23,1
17.07,56.59,51.26,53.36,0
17.32,30.19,25.14,84.35,1
19.61,69.8,40.34,78.82,0
15.66,30.76,66.01,31.99,0
20.61,32.07,47.29,23.99,1
26.98,87.61,28.15,55.34,1
31.55,76.83,78.51,22.78,0
27.17,89.72,50.2,36.11,0
29.01,54.15,21.94,61.11,1
31.46,54.37,48.85,98.59,1
34.35,53.59,15.9,80.16,1
16.49,84.08,46.28,14.4,0
22.12,60.16,16.14,59.27,1
16.96,66.39,65.64,98.97,0
19.59,63.91,15.04,59.55,1
35.17,63.46,17.93,83.49,1
23.29,77.99,49.68,92.17,0
16.92,34.14,79.96,71.69,0
21.59,68.12,71.99,52.89,0
26.54,80.65,28.59,57.59,1
19.85,36.41,41.97,89.31,1
21.27,87.41,46.57,95.76,0
20.84,39.91,77.72,85.65,0
26.66,88.4,31.04,27.4,1
31.08,50.64,70.97,52.5,0
33.61,61.52,61.31,46.04,0
23.11,53.33,22.94,65.14,1
17.27,84.24,58.08,37.02,0
26.84,64.57,18.54,51.46,1
23.27,31.43,35.38,80.04,1
19.4,54.06,49.64,29.71,0
30.39,61.41,23.96,42.15,1
26.12,83.48,78.66,15.49,0
26.4,49.06,46.97,93.26,0
24.17,67.19,15.59,45.8,1
20.64,53.21,69.1,62.76,0
32.0,30.55,54.2,48.48,0
33.83,86.15,30.93,14.82,1
28.24,81.81,62.59,88.01,0
21.35,79.29,23.88,70.06,1
31.1,33.88,65.17,28.12,0
23.12,83.38,17.88,50.68,1
32.04,78.97,20.92,70.66,1
23.55,40.33,78.43,99.53,0
21.31,70.7,36.56,92.41,1
18.43,60.44,46.39,86.49,0
29.43,82.68,27.72,85.31,1
27.42,83.7,46.84,38.05,0
22.12,49.73,77.21,96.53,0
30.85,36.35,74.78,35.11,0
17.82,87.36,44.5,35.35,0
17.84,72.55,37.43,51.23,1
20.62,72.4,33.93,87.25,1
23.23,46.68,55.33,23.69,0
21.31,63.93,15.24,50.09,1
26.45,63.62,33.7,25.52,1
20.2,37.73,47.65,48.41,1
33.92,81.84,26.56,56.48,1
26.12,51.46,70.65,57.98,0
21.79,37.44,24.36,79.57,1
24.5,31.18,65.42,47.39,0
27.46,47.7,35.74,50.31,1
15.03,58.38,79.37,75.14,0
16.59,53.19,56.19,18.79,0
34.97,59.87,28.69,52.15,1
24.02,67.74,76.44,74.66,0
24.14,41.25,31.23,68.94,1
17.81,87.46,47.22,57.4,0
30.84,80.86,30.53,64.58,1
27.73,67.28,55.02,85.24,0
22.28,45.79,71.32,82.45,0
34.77,83.66,24.5,24.82,1
33.02,36.71,54.16,62.26,0
31.45,89.36,77.71,42.07,0
28.12,64.59,65.63,16.24,0
23.02,33.69,69.2,77.09,0
31.08,77.91,66.19,25.5,0
33.13,78.86,58.08,77.6,0
17.88,49.82,48.02,68.78,0
14.94,84.12,72.33,85.18,0
28.1,84.41,59.61,74.1,0
30.47,40.43,73.78,71.25,1
17.9,45.77,66.5,58.46,0
19.01,35.59,71.26,36.6,0
29.2,53.01,32.82,97.1,1
27.73,70.58,51.26,10.84,0
24.36,70.06,69.76,50.37,0
27.6,33.12,59.21,90.9,0
34.25,35.36,49.61,50.54,1
31.69,52.7,43.15,92.25,1
30.69,87.89,61.3,14.49,0
34.94,53.49,39.1,50.97,1
30.09,85.33,38.72,51.2,1
